# z rho/M
-110.185 0
-109.685 0
-109.185 0
-108.685 0
-108.185 0
-107.685 0
-107.185 0
-106.685 0
-106.185 0
-105.685 0
-105.185 0
-104.685 0
-104.185 0
-103.685 0
-103.185 0
-102.685 0
-102.185 0
-101.685 0
-101.185 0
-100.685 0
-100.185 0
-99.6847 0
-99.1847 0
-98.6847 0
-98.1847 0
-97.6847 0
-97.1847 0
-96.6847 0
-96.1847 0
-95.6847 0
-95.1847 0
-94.6847 0
-94.1847 0
-93.6847 0
-93.1847 0
-92.6847 0
-92.1847 0
-91.6847 0
-91.1847 0
-90.6847 0
-90.1847 0
-89.6847 0
-89.1847 0
-88.6847 0
-88.1847 0
-87.6847 0
-87.1847 0
-86.6847 0
-86.1847 0
-85.6847 0
-85.1847 0
-84.6847 0
-84.1847 0
-83.6847 0
-83.1847 0
-82.6847 0
-82.1847 0
-81.6847 0
-81.1847 0
-80.6847 0
-80.1847 0
-79.6847 0
-79.1847 0
-78.6847 0
-78.1847 0
-77.6847 0
-77.1847 0
-76.6847 0
-76.1847 0
-75.6847 0
-75.1847 0
-74.6847 0
-74.1847 0
-73.6847 0
-73.1847 0
-72.6847 0
-72.1847 0
-71.6847 0
-71.1847 0
-70.6847 0
-70.1847 0
-69.6847 0
-69.1847 0
-68.6847 0
-68.1847 0
-67.6847 0
-67.1847 0
-66.6847 0
-66.1847 0
-65.6847 0
-65.1847 0
-64.6847 0
-64.1847 0
-63.6847 0
-63.1847 0
-62.6847 0
-62.1847 0
-61.6847 0
-61.1847 0
-60.6847 0
-60.1847 0
-59.6847 0
-59.1847 0
-58.6847 0
-58.1847 0
-57.6847 0
-57.1847 0
-56.6847 0
-56.1847 0
-55.6847 0
-55.1847 0
-54.6847 0
-54.1847 0
-53.6847 0
-53.1847 0
-52.6847 0
-52.1847 0
-51.6847 0
-51.1847 0
-50.6847 0
-50.1847 0
-49.6847 0
-49.1847 0
-48.6847 0
-48.1847 0
-47.6847 0
-47.1847 0
-46.6847 0
-46.1847 0
-45.6847 0
-45.1847 0
-44.6847 0
-44.1847 0
-43.6847 0
-43.1847 0
-42.6847 0
-42.1847 0
-41.6847 0
-41.1847 0
-40.6847 0
-40.1847 0
-39.6847 0
-39.1847 0
-38.6847 0
-38.1847 0
-37.6847 0
-37.1847 0
-36.6847 0
-36.1847 0
-35.6847 0
-35.1847 0
-34.6847 0
-34.1847 0
-33.6847 0
-33.1847 0
-32.6847 0
-32.1847 0
-31.6847 0
-31.1847 0
-30.6847 0
-30.1847 0
-29.6847 0
-29.1847 0
-28.6847 0
-28.1847 0
-27.6847 0
-27.1847 0
-26.6847 0
